id,type,sample,order,model,prompt,generation,Noun 1,Noun 2,Noun 1 COREF,Noun 1 NEW,Noun 1 MODAL,Noun 2 COREF,Noun 2 NEW,Noun 2 MODAL,Ambiguous COREF,Neither mentioned,
2_car_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Lucy has a bike but she doesn't have a car. The,Lucy has a bike but she doesn't have a car. The bike is parked out back on a lot of land owned by her grandfather.,car,bike,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Lucy doesn't have a car but she has a bike. The,"Lucy doesn't have a car but she has a bike. The bike is on wheels, she uses the bike to get to school, the bus stop, the cafe, grocery stores and shops.",car,bike,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Lucy doesn't have a bike but she has a car. The,Lucy doesn't have a bike but she has a car. The family can use that car to get around the world.,car,bike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2_car_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Lucy has a car but I doubt that she has a bike. The,I know that Lucy has a car but I doubt that she has a bike. The problem with this scenario is that if I was actually the owner of Lucy's car I would have to find a job in order to afford a car.,car,bike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2_car_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Lucy has a bike but I doubt that she has a car. The,"I know that Lucy has a bike but I doubt that she has a car. The thing is, I can't really understand how I am still on this earth.",car,bike,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
2_car_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Lucy has a car but I know that she has a bike. The,I doubt that Lucy has a car but I know that she has a bike. The only way she is able to move around the house is in a walking or running gear so I have to think that she does have a bicycle.,car,bike,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Lucy has a bike but I know that she has a car. The,I doubt that Lucy has a bike but I know that she has a car. The whole time I have been here she was sitting in the taxi.,car,bike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2_car_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Lucy has a car but she wants to have a bike. The,"Lucy has a car but she wants to have a bike. The question should be, why do we make it seem like the car is a better option than biking? Because it keeps people from getting more healthful, sustainable choices?

One thing I've found about our culture and society is this idea of ""getting rid of cars.",car,bike,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
2_car_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Lucy has a bike but she wants to have a car. The,Lucy has a bike but she wants to have a car. The bike looks great.,car,bike,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Lucy wants to have a car but she has a bike. The,Lucy wants to have a car but she has a bike. The bike is expensive and not the type of bike you do if you have to ride to or from work.,car,bike,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Lucy wants to have a bike but she has a car. The,Lucy wants to have a bike but she has a car. The same is true of most couples.,car,bike,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
2_car_managed_failed_ref,managed_failed,1,1,gpt2-xl,Lucy managed to rent a car but she failed to rent a bike. The,Lucy managed to rent a car but she failed to rent a bike. The car cost 20 euros but she spent €35 on bike hire.,car,bike,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2_car_managed_failed_ref,managed_failed,1,2,gpt2-xl,Lucy managed to rent a bike but she failed to rent a car. The,Lucy managed to rent a bike but she failed to rent a car. The couple said they thought they might have to move temporarily.,car,bike,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
2_car_failed_managed_ref,failed_managed,1,1,gpt2-xl,Lucy failed to rent a car but she managed to rent a bike. The,"Lucy failed to rent a car but she managed to rent a bike. The pair arrived in San Francisco at about 4am on March 6, and after going on their way from SF the pair took a bus to Oakland (she) at about 6p.",car,bike,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
2_car_failed_managed_ref,failed_managed,1,2,gpt2-xl,Lucy failed to rent a bike but she managed to rent a car. The,"Lucy failed to rent a bike but she managed to rent a car. The car's owner offered to lend her the car during a two-week break, so she could complete the work in her free time.",car,bike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Carol saw a bear at the zoo but she didn't see a monkey. The,Carol saw a bear at the zoo but she didn't see a monkey. The bear was still there.,bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Carol saw a monkey at the zoo but she didn't see a bear. The,Carol saw a monkey at the zoo but she didn't see a bear. The zoo has said that animals were running loose last night.,bear,monkey,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Carol didn't see a bear at the zoo but she saw a monkey. The,Carol didn't see a bear at the zoo but she saw a monkey. The bear was just lounging on the rocks.,bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Carol didn't see a monkey at the zoo but she saw a bear. The,Carol didn't see a monkey at the zoo but she saw a bear. The bear came in the front door.,bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The,I know that Carol saw a bear at the zoo but I doubt that she saw a monkey. The photo on the left shows the monkey sitting on a tree trunk while the ape is sitting on a bush.,bear,monkey,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The,I know that Carol saw a monkey at the zoo but I doubt that she saw a bear. The only bear she saw was this one in San Francisco.,bear,monkey,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The,"I doubt that Carol saw a bear at the zoo but I know that she saw a monkey. The bear and the monkey were standing on the same box, she would see one and then the other at the same time.",bear,monkey,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The,I doubt that Carol saw a monkey at the zoo but I know that she saw a bear. The bear had a funny face.,bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Carol saw a bear at the zoo but she wanted to see a monkey. The,Carol saw a bear at the zoo but she wanted to see a monkey. The boy said he was too cold.,bear,monkey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
3_bear_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Carol saw a monkey at the zoo but she wanted to see a bear. The,"Carol saw a monkey at the zoo but she wanted to see a bear. The bear was not available in the zoo and a boy at the park would have been disappointed if she'd asked him to take her, so she went to the lion house where the lionesses were kept.",bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Carol wanted to see a bear at the zoo but she saw a monkey. The,"Carol wanted to see a bear at the zoo but she saw a monkey. The monkey would not leave her side""


This is how the zoo told me, not in English

""I saw a girl from England.",bear,monkey,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Carol wanted to see a monkey at the zoo but she saw a bear. The,"Carol wanted to see a monkey at the zoo but she saw a bear. The little boy was screaming ""My brother is out here!!!"" She ran off, and she heard the bear calling after her.",bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_managed_failed_ref,managed_failed,1,1,gpt2-xl,Carol managed to see a bear at the zoo but failed to see a monkey. The,Carol managed to see a bear at the zoo but failed to see a monkey. The animals were in the zoo due to the fact their habitat was not in proper condition.,bear,monkey,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_managed_failed_ref,managed_failed,1,2,gpt2-xl,Carol managed to see a monkey at the zoo but failed to see a bear. The,"Carol managed to see a monkey at the zoo but failed to see a bear. The bear, Carol, looked at her as if she was an animal and even bit her hand and arm in annoyance when she tried to shake it away.",bear,monkey,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3_bear_failed_managed_ref,failed_managed,1,1,gpt2-xl,Carol failed to see a bear at the zoo but managed to see a monkey. The,Carol failed to see a bear at the zoo but managed to see a monkey. The bear went to bed early the next morning and left the monkey alone.,bear,monkey,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
3_bear_failed_managed_ref,failed_managed,1,2,gpt2-xl,Carol failed to see a monkey at the zoo but managed to see a bear. The,Carol failed to see a monkey at the zoo but managed to see a bear. The two monkeys were kept together in a crate and Carol was not allowed to have them go anywhere.,bear,monkey,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
4_book_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Susan published a book but she didn't publish an article in the New Yorker. The,"Susan published a book but she didn't publish an article in the New Yorker. The editor has been fired from her job for plagiarism in her book but she didn't take any action against a former employee who stole from Harvard Business Review without attribution, nor did she take action against her husband, who plagiarized from the New York Times.",book,article,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
4_book_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Susan published an article in the New Yorker but she didn't publish a book. The,"Susan published an article in the New Yorker but she didn't publish a book. The truth is, she was never even going to publish a book.",book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4_book_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Susan didn't publish a book but she published an article in the New Yorker. The,Susan didn't publish a book but she published an article in the New Yorker. The book was a collection of her essays.,book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4_book_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Susan didn't publish an article in the New Yorker but she published a book. The,"Susan didn't publish an article in the New Yorker but she published a book. The book, a memoir of her mother's mental illness and the life it led her through, is called ""Mothers of a Happy Marriage: A Memoir of Madness and Wonder.",book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4_book_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Susan published a book but I doubt that she published an article in the New Yorker. The,I know that Susan published a book but I doubt that she published an article in the New Yorker. The New Yorker should publish something like a letter from her to the French ambassador in Washington.,book,article,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
4_book_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Susan published an article in the New Yorker but I doubt that she published a book. The,"I know that Susan published an article in the New Yorker but I doubt that she published a book. The New Yorker article, you know, it's an investigative magazine.",book,article,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
4_book_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Susan published a book but I know that she published an article in the New Yorker. The,I doubt that Susan published a book but I know that she published an article in the New Yorker. The article was about this woman's book that was published before she wrote her book.,book,article,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
4_book_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Susan published an article in the New Yorker but I know that she published  a book. The,I doubt that Susan published an article in the New Yorker but I know that she published  a book. The book is called It Takes a Village and it's published by the University of Chicago Press.,book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4_book_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Susan published a book but she wanted to publish an article in the New Yorker. The,Susan published a book but she wanted to publish an article in the New Yorker. The publishers were having trouble getting a second-prayer permission for this article.,book,article,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
4_book_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Susan published an article in the New Yorker but she wanted to publish a book. The,Susan published an article in the New Yorker but she wanted to publish a book. The idea for the book came up after the publication.,book,article,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
4_book_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Susan wanted to publish a book but she published an article in the New Yorker. The,"Susan wanted to publish a book but she published an article in the New Yorker. The writer was a liberal, someone who would have been in my circle of friends.",book,article,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
4_book_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Susan wanted to publish an article in the New Yorker but she published a book. The,Susan wanted to publish an article in the New Yorker but she published a book. The first chapter appeared in The New Yorker in the spring of 1985.,book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4_book_managed_failed_ref,managed_failed,1,1,gpt2-xl,Susan managed to write a book but failed to write an article for the New Yorker. The,"Susan managed to write a book but failed to write an article for the New Yorker. The failure of the New Yorker in the 1960s and 1970s to publish anything by women was the result of ""men's fear of women.",book,article,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
4_book_managed_failed_ref,managed_failed,1,2,gpt2-xl,Susan managed to write an article for the New Yorker but failed to write a book. The,"Susan managed to write an article for the New Yorker but failed to write a book. The following month, she was working on a pilot called, ""The Lizzie McGuire Story.",book,article,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
4_book_failed_managed_ref,failed_managed,1,1,gpt2-xl,Susan failed to write a book but managed to write an article for the New Yorker. The,"Susan failed to write a book but managed to write an article for the New Yorker. The piece was titled ""The Secret 'Toxic' Menace That Is Underselling Rape Culture.",book,article,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
4_book_failed_managed_ref,failed_managed,1,2,gpt2-xl,Susan failed to write an article for the New Yorker but managed to write a book. The,"Susan failed to write an article for the New Yorker but managed to write a book. The other issue that Susan's book and memoir didn't address, however, was an entirely different aspect of her personal life: sex.",book,article,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
5_shirt_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Mary found a shirt at the store but she didn't find a hat. The,"Mary found a shirt at the store but she didn't find a hat. The police believe that she put on the hat, then changed clothes and left.",shirt,hat,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
5_shirt_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Mary found a hat at the store but she didn't find a shirt. The,"Mary found a hat at the store but she didn't find a shirt. The first lady is getting a better understanding of what's happening, she said.",shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5_shirt_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Mary didn't find a shirt at the store but she found a hat. The,"Mary didn't find a shirt at the store but she found a hat. The hat will never look the same, she told me, and the shirt will never look the same either.",shirt,hat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
5_shirt_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Mary didn't find a hat at the store but she found a shirt. The,"Mary didn't find a hat at the store but she found a shirt. The store manager tried to sell her on the idea, but she told him, ""I am wearing a hat.",shirt,hat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
5_shirt_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Mary found a shirt at the store but I doubt that she found a hat. The,I know that Mary found a shirt at the store but I doubt that she found a hat. The only thing I had was an old coat.,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5_shirt_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Mary found a hat at the store but I doubt that she found a shirt. The,"I know that Mary found a hat at the store but I doubt that she found a shirt. The shirt may have just been a pair of shorts and a T at the mall,"" said Mr Lee.",shirt,hat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
5_shirt_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Mary found a shirt at the store but I know that she found a hat. The,I doubt that Mary found a shirt at the store but I know that she found a hat. The two things are not the same.,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5_shirt_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Mary found a hat at the store but I know that she found a shirt. The,I doubt that Mary found a hat at the store but I know that she found a shirt. The truth is that what happened to her and those before her at St.,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5_shirt_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Mary found a shirt at the store but she wanted to find a hat. The,"Mary found a shirt at the store but she wanted to find a hat. The cashier at Walmart told her to ""put that in a drawer.",shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5_shirt_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Mary found a hat at the store but she wanted to find a shirt. The,Mary found a hat at the store but she wanted to find a shirt. The store manager asked her and her friends if the store would find one for her (this happened to come up on my phone and I had to Google it!).,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5_shirt_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Mary wanted to find a shirt at the store but she found a hat. The,"Mary wanted to find a shirt at the store but she found a hat. The hat belonged to a girl, a woman, she said.",shirt,hat,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
5_shirt_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Mary wanted to find a hat at the store but she found a shirt. The,Mary wanted to find a hat at the store but she found a shirt. The shirt's design is that of Mary.,shirt,hat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
5_shirt_managed_failed_ref,managed_failed,1,1,gpt2-xl,Mary managed to find a shirt at the store but failed to find a hat. The,"Mary managed to find a shirt at the store but failed to find a hat. The two of them then went to their friend's and found one, but it was too small.",shirt,hat,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
5_shirt_managed_failed_ref,managed_failed,1,2,gpt2-xl,Mary managed to find a hat at the store but failed to find a shirt. The,Mary managed to find a hat at the store but failed to find a shirt. The same can be said about the socks and sneakers.,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5_shirt_failed_managed_ref,failed_managed,1,1,gpt2-xl,Mary failed to find a shirt at the store but managed to find a hat. The,Mary failed to find a shirt at the store but managed to find a hat. The store manager said he wouldn't let her take it.,shirt,hat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5_shirt_failed_managed_ref,failed_managed,1,2,gpt2-xl,Mary failed to find a hat at the store but managed to find a shirt. The,Mary failed to find a hat at the store but managed to find a shirt. The shirt is a size XL but fits Mary perfectly.,shirt,hat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Carla got a pet rat but she didn't get a bird. The,Carla got a pet rat but she didn't get a bird. The little boy and her friend went to a pet store and asked for an old pigeon.,rat,bird,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Carla got a bird but she didn't get a pet rat. The,"Carla got a bird but she didn't get a pet rat. The family said they were offered a rat, but this ""just didn't happen,"" according to LaPierre.",rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Carla didn't get a pet rat but she got a bird. The,"Carla didn't get a pet rat but she got a bird. The bird wasn't all that bad, though she had to give it a little time to settle down.",rat,bird,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Carla didn't get a bird but she got a pet rat. The,Carla didn't get a bird but she got a pet rat. The rat got up and tried to walk in and out the door but didn't make it in.,rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Carla got a pet rat but I doubt she got a bird. The,I know that Carla got a pet rat but I doubt she got a bird. The bird was in your car.,rat,bird,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Carla got a bird but I doubt she got a pet rat. The,I know that Carla got a bird but I doubt she got a pet rat. The rat would probably not have gotten lost.,rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Carla got a pet rat but I know she got a bird. The,I doubt that Carla got a pet rat but I know she got a bird. The bird died of starvation and it was found in a bird feeder.,rat,bird,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Carla got a bird but I know she got a pet rat. The,I doubt that Carla got a bird but I know she got a pet rat. The rat was a gift.,rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Carla got a pet rat but she wanted to get a bird. The,Carla got a pet rat but she wanted to get a bird. The veterinarian gave her a rat and that's how it happened.,rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
