pair_id,sentence,type,preferred,ll,np_ll
0,"With proper equipment, scuba-diving is very ||| safe ||| .",negation-natural,1,20.270573,1.412316
11,Using strong suntan lotion isn't ||| safe ||| .,negation-natural,0,18.23239,2.029181
12,Using strong suntan lotion isn't ||| dangerous ||| .,negation-natural,1,22.139923,3.5413146
12,Using strong suntan lotion is ||| dangerous ||| .,negation-natural,0,17.9734,3.2165165
12,Rockets and missiles are very ||| fast ||| .,negation-natural,1,18.453108,1.5099007
12,Rockets and missiles aren't very ||| fast ||| .,negation-natural,0,18.002598,1.560454
13,Rockets and missiles aren't very ||| slow ||| .,negation-natural,1,21.9391,1.7527856
13,Rockets and missiles are very ||| slow ||| .,negation-natural,0,20.0682,2.5836487
13,Keeping the door open for somebody is very ||| polite ||| .,negation-natural,1,27.109257,3.1150393
13,Keeping the door open for somebody isn't very ||| polite ||| .,negation-natural,0,23.744394,2.5963821
14,Keeping the door open for somebody isn't very ||| rude ||| .,negation-natural,1,26.595867,2.9781263
14,Keeping the door open for somebody is very ||| rude ||| .,negation-natural,0,27.458782,3.481491
14,A baby bunny's fur is very ||| soft ||| .,negation-natural,1,18.350128,2.0565777
14,A baby bunny's fur isn't very ||| soft ||| .,negation-natural,0,19.227848,1.7257892
15,A baby bunny's fur isn't very ||| hard ||| .,negation-natural,1,22.288366,2.6186748
15,A baby bunny's fur is very ||| hard ||| .,negation-natural,0,20.357199,2.538838
15,Businessman Donald Trump is really ||| rich ||| .,negation-natural,1,17.90802,1.0584983
15,Businessman Donald Trump isn't really ||| rich ||| .,negation-natural,0,18.8078,1.1444893
16,Businessman Donald Trump isn't really ||| poor ||| .,negation-natural,1,20.888035,1.1895226
16,Businessman Donald Trump is really ||| poor ||| .,negation-natural,0,18.531134,1.3874611
100,A trout is a ||| fish ||| .,negation-simple,1,10.351266,3.219031
100,A trout is not a ||| fish ||| .,negation-simple,0,9.946544,3.069578
101,A trout is not a ||| tool ||| .,negation-simple,1,15.244062,1.9095459
101,A trout is a ||| tool ||| .,negation-simple,0,15.9367485,2.4586163
101,A salmon is a ||| fish ||| .,negation-simple,1,10.327976,2.8125563
101,A salmon is not a ||| fish ||| .,negation-simple,0,9.963036,2.5851302
102,A salmon is not a ||| flower ||| .,negation-simple,1,17.361877,1.5455424
102,A salmon is a ||| flower ||| .,negation-simple,0,17.733763,2.085474
102,An ant is an ||| insect ||| .,negation-simple,1,19.303076,3.9450984
102,An ant is not an ||| insect ||| .,negation-simple,0,18.688631,2.3661253
103,An ant is not a ||| vegetable ||| .,negation-simple,1,20.907972,4.054784
103,An ant is a ||| vegetable ||| .,negation-simple,0,24.34324,6.841875
103,A bee is an ||| insect ||| .,negation-simple,1,17.969076,3.0458302
103,A bee is not an ||| insect ||| .,negation-simple,0,17.22059,2.3798401
104,A bee is not a ||| building ||| .,negation-simple,1,14.885275,3.3962827
104,A bee is a ||| building ||| .,negation-simple,0,13.492849,3.2947135
104,A robin is a ||| bird ||| .,negation-simple,1,14.097538,5.210415
104,A robin is not a ||| bird ||| .,negation-simple,0,14.395734,3.8772097
105,A robin is not a ||| tree ||| .,negation-simple,1,20.293781,4.089434
105,A robin is a ||| tree ||| .,negation-simple,0,20.694773,4.2320495
105,A sparrow is a ||| bird ||| .,negation-simple,1,14.288888,5.341834
105,A sparrow is not a ||| bird ||| .,negation-simple,0,14.079151,4.2488093
106,A sparrow is not a ||| vehicle ||| .,negation-simple,1,23.00414,2.92733
106,A sparrow is a ||| vehicle ||| .,negation-simple,0,25.245728,4.5374537
106,An oak is a ||| tree ||| .,negation-simple,1,19.134731,4.663553
106,An oak is not a ||| tree ||| .,negation-simple,0,17.906776,4.4245434
107,An oak is not a ||| vehicle ||| .,negation-simple,1,23.055452,2.894401
107,An oak is a ||| vehicle ||| .,negation-simple,0,27.050526,4.3903427
107,A pine is a ||| tree ||| .,negation-simple,1,19.435965,4.69774
107,A pine is not a ||| tree ||| .,negation-simple,0,18.31584,4.606432
108,A pine is not a ||| tool ||| .,negation-simple,1,14.792079,1.9384753
108,A pine is a ||| tool ||| .,negation-simple,0,15.419472,2.3626971
108,A rose is a ||| flower ||| .,negation-simple,1,13.8769245,1.7864554
108,A rose is not a ||| flower ||| .,negation-simple,0,13.460401,1.1840194
109,A rose is not an ||| insect ||| .,negation-simple,1,22.769793,2.3704019
109,A rose is an ||| insect ||| .,negation-simple,0,21.961014,3.8584363
109,A daisy is a ||| flower ||| .,negation-simple,1,17.575754,1.8400308
109,A daisy is not a ||| flower ||| .,negation-simple,0,16.750141,1.3152977
110,A daisy is not a ||| bird ||| .,negation-simple,1,14.22694,3.519036
110,A daisy is a ||| bird ||| .,negation-simple,0,14.278551,4.341198
110,A carrot is a ||| vegetable ||| .,negation-simple,1,22.081406,5.509343
110,A carrot is not a ||| vegetable ||| .,negation-simple,0,19.098969,3.0149639
111,A carrot is not a ||| fish ||| .,negation-simple,1,9.857139,2.1842916
111,A carrot is a ||| fish ||| .,negation-simple,0,9.833894,2.413527
111,A pea is a ||| vegetable ||| .,negation-simple,1,24.279404,7.94034
111,A pea is not a ||| vegetable ||| .,negation-simple,0,19.843786,3.9821758
112,A pea is not a ||| building ||| .,negation-simple,1,14.603258,3.5452209
112,A pea is a ||| building ||| .,negation-simple,0,13.357101,3.765201
112,A hammer is a ||| tool ||| .,negation-simple,1,16.272966,2.840856
112,A hammer is not a ||| tool ||| .,negation-simple,0,15.243611,2.5462067
113,A hammer is not an ||| insect ||| .,negation-simple,1,22.347916,2.9551454
113,A hammer is an ||| insect ||| .,negation-simple,0,23.26369,5.030813
113,A saw is a ||| tool ||| .,negation-simple,1,14.403545,2.6966648
113,A saw is not a ||| tool ||| .,negation-simple,0,14.194631,2.4694364
114,A saw is not a ||| vegetable ||| .,negation-simple,1,20.22266,4.1398
114,A saw is a ||| vegetable ||| .,negation-simple,0,24.312754,7.0998735
114,A car is a ||| vehicle ||| .,negation-simple,1,14.108697,3.499805
114,A car is not a ||| vehicle ||| .,negation-simple,0,14.279003,2.4963775
115,A car is not a ||| tree ||| .,negation-simple,1,22.450817,4.503722
115,A car is a ||| tree ||| .,negation-simple,0,22.045225,4.39283
115,A truck is a ||| vehicle ||| .,negation-simple,1,13.786552,3.7568548
115,A truck is not a ||| vehicle ||| .,negation-simple,0,13.675926,2.3433034
116,A truck is not a ||| flower ||| .,negation-simple,1,21.01789,2.4445755
116,A truck is a ||| flower ||| .,negation-simple,0,22.006123,2.8961642
116,A hotel is a ||| building ||| .,negation-simple,1,14.9237,3.0858417
116,A hotel is not a ||| building ||| .,negation-simple,0,13.590544,2.3098106
117,A hotel is not a ||| fish ||| .,negation-simple,1,12.722647,2.8196125
117,A hotel is a ||| fish ||| .,negation-simple,0,12.134201,2.805815
117,A house is a ||| building ||| .,negation-simple,1,12.189047,2.42317
117,A house is not a ||| building ||| .,negation-simple,0,12.145265,2.0951836
118,A house is not a ||| bird ||| .,negation-simple,1,14.296415,3.9659686
118,A house is a ||| bird ||| .,negation-simple,0,14.958715,4.8076997
