pair_id,sentence,type,pronoun,preferred,noun,verb,ll,np_ll
73,Elizabeth didn't bring a dog. ||| She ,negation,1,0,dog,bring,7.43017,0.0
75,David brought a dog. ||| He ,negation,1,1,dog,bring,8.803671,0.0
75,David didn't bring a dog. ||| He ,negation,1,0,dog,bring,7.6763206,0.0
77,Mary brought a dog. ||| She ,negation,1,1,dog,bring,8.471688,0.0
77,Mary didn't bring a dog. ||| She ,negation,1,0,dog,bring,7.251591,0.0
79,Michael brought a dog. ||| He ,negation,1,1,dog,bring,8.9146595,0.0
79,Michael didn't bring a dog. ||| He ,negation,1,0,dog,bring,7.7550616,0.0
81,David got a dog. ||| He ,negation,1,1,dog,get,8.018984,0.0
81,David didn't get a dog. ||| He ,negation,1,0,dog,get,7.7417903,0.0
83,Nancy got a dog. ||| She ,negation,1,1,dog,get,7.7624226,0.0
83,Nancy didn't get a dog. ||| She ,negation,1,0,dog,get,7.637144,0.0
85,Elizabeth got a dog. ||| She ,negation,1,1,dog,get,7.8162417,0.0
85,Elizabeth didn't get a dog. ||| She ,negation,1,0,dog,get,7.4808073,0.0
87,James got a dog. ||| He ,negation,1,1,dog,get,7.967386,0.0
87,James didn't get a dog. ||| He ,negation,1,0,dog,get,7.8945055,0.0
89,Bill got a dog. ||| He ,negation,1,1,dog,get,8.091662,0.0
89,Bill didn't get a dog. ||| He ,negation,1,0,dog,get,7.8612633,0.0
91,John got a dog. ||| He ,negation,1,1,dog,get,7.918107,0.0
91,John didn't get a dog. ||| He ,negation,1,0,dog,get,7.7232437,0.0
93,Susan got a dog. ||| She ,negation,1,1,dog,get,7.541806,0.0
93,Susan didn't get a dog. ||| She ,negation,1,0,dog,get,7.0432215,0.0
95,Richard got a dog. ||| He ,negation,1,1,dog,get,8.028124,0.0
95,Richard didn't get a dog. ||| He ,negation,1,0,dog,get,7.6421947,0.0
97,Bob got a dog. ||| He ,negation,1,1,dog,get,7.936986,0.0
97,Bob didn't get a dog. ||| He ,negation,1,0,dog,get,7.5995317,0.0
99,Richard got a dog. ||| He ,negation,1,1,dog,get,8.028124,0.0
99,Richard didn't get a dog. ||| He ,negation,1,0,dog,get,7.6421947,0.0
101,Sarah bought a dog. ||| She ,negation,1,1,dog,buy,7.759386,0.0
101,Sarah didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.46647,0.0
103,Sarah bought a dog. ||| She ,negation,1,1,dog,buy,7.759386,0.0
103,Sarah didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.46647,0.0
105,Nancy bought a dog. ||| She ,negation,1,1,dog,buy,7.9684315,0.0
105,Nancy didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.8424473,0.0
107,Mary bought a dog. ||| She ,negation,1,1,dog,buy,7.6681166,0.0
107,Mary didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.3035316,0.0
109,Michael bought a dog. ||| He ,negation,1,1,dog,buy,8.075971,0.0
109,Michael didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.7969575,0.0
111,Bill bought a dog. ||| He ,negation,1,1,dog,buy,8.1643505,0.0
111,Bill didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.8286963,0.0
113,Chris bought a dog. ||| He ,negation,1,1,dog,buy,7.882115,0.0
113,Chris didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.7172556,0.0
115,Jennifer bought a dog. ||| She ,negation,1,1,dog,buy,7.6280837,0.0
115,Jennifer didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.3472557,0.0
117,Bob bought a dog. ||| He ,negation,1,1,dog,buy,7.931529,0.0
117,Bob didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.5076737,0.0
119,Joseph bought a dog. ||| He ,negation,1,1,dog,buy,8.093327,0.0
119,Joseph didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.6195054,0.0
121,James mentioned a dog. ||| He ,negation,1,1,dog,mention,9.766777,0.0
121,James didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.772031,0.0
123,Elizabeth mentioned a dog. ||| She ,negation,1,1,dog,mention,9.197974,0.0
123,Elizabeth didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.353447,0.0
125,Bob mentioned a dog. ||| He ,negation,1,1,dog,mention,9.517485,0.0
125,Bob didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.506766,0.0
127,Jennifer mentioned a dog. ||| She ,negation,1,1,dog,mention,9.047036,0.0
127,Jennifer didn't mention a dog. ||| She ,negation,1,0,dog,mention,7.8842196,0.0
129,Thomas mentioned a dog. ||| He ,negation,1,1,dog,mention,9.916331,0.0
129,Thomas didn't mention a dog. ||| He ,negation,1,0,dog,mention,9.0879,0.0
131,Nancy mentioned a dog. ||| She ,negation,1,1,dog,mention,9.138098,0.0
131,Nancy didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.311641,0.0
133,Sarah mentioned a dog. ||| She ,negation,1,1,dog,mention,9.144089,0.0
133,Sarah didn't mention a dog. ||| She ,negation,1,0,dog,mention,7.963139,0.0
135,Thomas mentioned a dog. ||| He ,negation,1,1,dog,mention,9.916331,0.0
135,Thomas didn't mention a dog. ||| He ,negation,1,0,dog,mention,9.0879,0.0
137,David mentioned a dog. ||| He ,negation,1,1,dog,mention,9.729577,0.0
137,David didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.7494545,0.0
139,John mentioned a dog. ||| He ,negation,1,1,dog,mention,9.663481,0.0
139,John didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.450672,0.0
141,Mary visited a dog. ||| She ,negation,1,1,dog,visit,7.979138,0.0
141,Mary didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.2464247,0.0
143,David visited a dog. ||| He ,negation,1,1,dog,visit,8.354462,0.0
143,David didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.744893,0.0
145,David visited a dog. ||| He ,negation,1,1,dog,visit,8.354462,0.0
145,David didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.744893,0.0
147,Elizabeth visited a dog. ||| She ,negation,1,1,dog,visit,8.106361,0.0
147,Elizabeth didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.524369,0.0
149,Bill visited a dog. ||| He ,negation,1,1,dog,visit,8.525645,0.0
149,Bill didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.941278,0.0
151,Nancy visited a dog. ||| She ,negation,1,1,dog,visit,7.735723,0.0
151,Nancy didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.627381,0.0
153,Richard visited a dog. ||| He ,negation,1,1,dog,visit,8.244498,0.0
153,Richard didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.673413,0.0
155,Chris visited a dog. ||| He ,negation,1,1,dog,visit,8.145292,0.0
155,Chris didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.6643267,0.0
157,Sarah visited a dog. ||| She ,negation,1,1,dog,visit,7.757911,0.0
157,Sarah didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.2393904,0.0
159,Richard visited a dog. ||| He ,negation,1,1,dog,visit,8.244498,0.0
159,Richard didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.673413,0.0
161,Richard met a dog. ||| He ,negation,1,1,dog,meet,8.333175,0.0
161,Richard didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.6292944,0.0
163,Nancy met a dog. ||| She ,negation,1,1,dog,meet,7.916445,0.0
163,Nancy didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.514276,0.0
165,Nancy met a dog. ||| She ,negation,1,1,dog,meet,7.916445,0.0
165,Nancy didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.514276,0.0
167,John met a dog. ||| He ,negation,1,1,dog,meet,8.370352,0.0
167,John didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.6558876,0.0
169,Chris met a dog. ||| He ,negation,1,1,dog,meet,8.165049,0.0
169,Chris didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.7194724,0.0
171,Elizabeth met a dog. ||| She ,negation,1,1,dog,meet,7.9802256,0.0
171,Elizabeth didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.5554233,0.0
173,David met a dog. ||| He ,negation,1,1,dog,meet,8.323194,0.0
173,David didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.737208,0.0
175,Jennifer met a dog. ||| She ,negation,1,1,dog,meet,7.750178,0.0
175,Jennifer didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.177933,0.0
177,Elizabeth met a dog. ||| She ,negation,1,1,dog,meet,7.9802256,0.0
177,Elizabeth didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.5554233,0.0
179,Linda met a dog. ||| She ,negation,1,1,dog,meet,7.4538436,0.0
179,Linda didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.3052373,0.0
181,John adopted a dog. ||| He ,negation,1,1,dog,adopt,8.478216,0.0
181,John didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.9680266,0.0
183,Thomas adopted a dog. ||| He ,negation,1,1,dog,adopt,8.853466,0.0
183,Thomas didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.822447,0.0
185,Elizabeth adopted a dog. ||| She ,negation,1,1,dog,adopt,8.364887,0.0
185,Elizabeth didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,8.173608,0.0
187,Sarah adopted a dog. ||| She ,negation,1,1,dog,adopt,8.287041,0.0
187,Sarah didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,8.042871,0.0
189,Barbara adopted a dog. ||| She ,negation,1,1,dog,adopt,8.367415,0.0
189,Barbara didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,8.2461605,0.0
191,Joseph adopted a dog. ||| He ,negation,1,1,dog,adopt,8.493026,0.0
191,Joseph didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.024292,0.0
193,Chris adopted a dog. ||| He ,negation,1,1,dog,adopt,8.398807,0.0
193,Chris didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.051531,0.0
195,Chris adopted a dog. ||| He ,negation,1,1,dog,adopt,8.398807,0.0
195,Chris didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.051531,0.0
197,Joseph adopted a dog. ||| He ,negation,1,1,dog,adopt,8.493026,0.0
197,Joseph didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.024292,0.0
199,David adopted a dog. ||| He ,negation,1,1,dog,adopt,8.569323,0.0
199,David didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.047794,0.0
201,Richard owned an aardvark. ||| He ,negation,1,1,aardvark,own,7.5520535,0.0
201,Richard didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,7.658154,0.0
203,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,6.9578676,0.0
203,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,7.5056596,0.0
205,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,6.9578676,0.0
205,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,7.5056596,0.0
207,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,6.9578676,0.0
207,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,7.5056596,0.0
209,Elizabeth owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.076573,0.0
209,Elizabeth didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,7.9889636,0.0
211,Richard owned an aardvark. ||| He ,negation,1,1,aardvark,own,7.5520535,0.0
211,Richard didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,7.658154,0.0
213,Susan owned an aardvark. ||| She ,negation,1,1,aardvark,own,7.506894,0.0
213,Susan didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,7.4546475,0.0
215,James owned an aardvark. ||| He ,negation,1,1,aardvark,own,7.5155563,0.0
215,James didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.065378,0.0
217,Thomas owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.049007,0.0
217,Thomas didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.611948,0.0
219,Thomas owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.049007,0.0
219,Thomas didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.611948,0.0
221,Joseph saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.7381587,0.0
221,Joseph didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.1538644,0.0
223,Susan saw an aardvark. ||| She ,negation,1,1,aardvark,see,7.7053866,0.0
223,Susan didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,6.9190235,0.0
225,Susan saw an aardvark. ||| She ,negation,1,1,aardvark,see,7.7053866,0.0
225,Susan didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,6.9190235,0.0
227,Elizabeth saw an aardvark. ||| She ,negation,1,1,aardvark,see,7.986086,0.0
227,Elizabeth didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,7.2464666,0.0
229,Nancy saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.13493,0.0
229,Nancy didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,7.396842,0.0
231,John saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.7171955,0.0
231,John didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.1179204,0.0
233,David saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.679106,0.0
233,David didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.137409,0.0
235,Thomas saw an aardvark. ||| He ,negation,1,1,aardvark,see,8.088214,0.0
235,Thomas didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.799296,0.0
237,John saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.7171955,0.0
237,John didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.1179204,0.0
239,Jessica saw an aardvark. ||| She ,negation,1,1,aardvark,see,7.712865,0.0
239,Jessica didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,6.945071,0.0
241,Sarah kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,9.156555,0.0
241,Sarah didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.1445203,0.0
243,Joseph kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.842693,0.0
243,Joseph didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.5058002,0.0
245,James kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.787476,0.0
245,James didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.775281,0.0
247,John kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.5656595,0.0
247,John didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.3641973,0.0
249,David kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.628775,0.0
249,David didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.3554735,0.0
251,Elizabeth kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,9.273702,0.0
251,Elizabeth didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.462055,0.0
253,Richard kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.678695,0.0
253,Richard didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.4447565,0.0
255,Chris kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.478936,0.0
255,Chris didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.4537416,0.0
257,Michael kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,8.733698,0.0
257,Michael didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.6162157,0.0
259,Linda kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,7.930249,0.0
259,Linda didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.283345,0.0
261,John brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.7710085,0.0
261,John didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.26474,0.0
263,Bill brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.4505205,0.0
263,Bill didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.4753995,0.0
265,Joseph brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.724265,0.0
265,Joseph didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.358495,0.0
267,Elizabeth brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.953197,0.0
267,Elizabeth didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,7.270216,0.0
269,Barbara brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.604466,0.0
269,Barbara didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,7.4986124,0.0
271,Jessica brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.33916,0.0
271,Jessica didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,6.8966117,0.0
273,Susan brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.550386,0.0
273,Susan didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,6.890565,0.0
275,Nancy brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.504264,0.0
275,Nancy didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,7.5143876,0.0
277,John brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.7710085,0.0
277,John didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.26474,0.0
279,Michael brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.457928,0.0
279,Michael didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.332302,0.0
281,James got an aardvark. ||| He ,negation,1,1,aardvark,get,7.601491,0.0
281,James didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.582575,0.0
283,Sarah got an aardvark. ||| She ,negation,1,1,aardvark,get,7.1744094,0.0
283,Sarah didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.028517,0.0
285,David got an aardvark. ||| He ,negation,1,1,aardvark,get,7.530608,0.0
285,David didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.2435136,0.0
287,Mary got an aardvark. ||| She ,negation,1,1,aardvark,get,7.3978367,0.0
287,Mary didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.1155562,0.0
289,Sarah got an aardvark. ||| She ,negation,1,1,aardvark,get,7.1744094,0.0
289,Sarah didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.028517,0.0
291,Mary got an aardvark. ||| She ,negation,1,1,aardvark,get,7.3978367,0.0
291,Mary didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.1155562,0.0
293,Susan got an aardvark. ||| She ,negation,1,1,aardvark,get,7.2443624,0.0
293,Susan didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,6.864231,0.0
295,Bob got an aardvark. ||| He ,negation,1,1,aardvark,get,7.41965,0.0
295,Bob didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.126635,0.0
297,John got an aardvark. ||| He ,negation,1,1,aardvark,get,7.3831835,0.0
297,John didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.15958,0.0
299,James got an aardvark. ||| He ,negation,1,1,aardvark,get,7.601491,0.0
299,James didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.582575,0.0
301,Chris bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.671968,0.0
301,Chris didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.114174,0.0
303,Linda bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.0290256,0.0
303,Linda didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,7.236703,0.0
305,Bill bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.9720182,0.0
305,Bill didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.27351,0.0
307,Mary bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.2781534,0.0
307,Mary didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,6.9967947,0.0
309,Michael bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.989724,0.0
309,Michael didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.3922625,0.0
311,Sarah bought an aardvark. ||| She ,negation,1,1,aardvark,buy,6.829941,0.0
311,Sarah didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,7.003564,0.0
313,Jennifer bought an aardvark. ||| She ,negation,1,1,aardvark,buy,6.740839,0.0
313,Jennifer didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,6.90037,0.0
315,Michael bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.989724,0.0
315,Michael didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.3922625,0.0
317,David bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.983576,0.0
317,David didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.1454287,0.0
319,Richard bought an aardvark. ||| He ,negation,1,1,aardvark,buy,6.9920554,0.0
319,Richard didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.291184,0.0
321,Jennifer mentioned an aardvark. ||| She ,negation,1,1,aardvark,mention,8.373214,0.0
321,Jennifer didn't mention an aardvark. ||| She ,negation,1,0,aardvark,mention,7.901314,0.0
323,Jessica mentioned an aardvark. ||| She ,negation,1,1,aardvark,mention,8.497434,0.0
323,Jessica didn't mention an aardvark. ||| She ,negation,1,0,aardvark,mention,7.880104,0.0
325,Chris mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,8.776402,0.0
325,Chris didn't mention an aardvark. ||| He ,negation,1,0,aardvark,mention,8.3293,0.0
327,John mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,9.266815,0.0
327,John didn't mention an aardvark. ||| He ,negation,1,0,aardvark,mention,8.134103,0.0
329,Bob mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,8.771424,0.0
