pair_id,sentence,type,preferred,ll,np_ll
0,"With proper equipment, scuba-diving is very ||| safe ||| .",negation-natural,1,14.907246,1.0820673
105,A robin is a ||| tree ||| .,negation-simple,0,17.582224,3.0031495
105,A sparrow is a ||| bird ||| .,negation-simple,1,9.214904,2.416687
105,A sparrow is not a ||| bird ||| .,negation-simple,0,9.238607,1.6016846
106,A sparrow is not a ||| vehicle ||| .,negation-simple,1,20.32977,5.0345516
106,A sparrow is a ||| vehicle ||| .,negation-simple,0,21.802168,5.0795326
106,An oak is a ||| tree ||| .,negation-simple,1,16.737839,3.6177492
106,An oak is not a ||| tree ||| .,negation-simple,0,17.20396,3.566499
107,An oak is not a ||| vehicle ||| .,negation-simple,1,22.311363,5.665495
107,An oak is a ||| vehicle ||| .,negation-simple,0,24.610077,5.2154713
107,A pine is a ||| tree ||| .,negation-simple,1,17.161293,3.343155
107,A pine is not a ||| tree ||| .,negation-simple,0,17.791752,3.3920698
108,A pine is not a ||| tool ||| .,negation-simple,1,17.949612,3.1138594
108,A pine is a ||| tool ||| .,negation-simple,0,16.701906,3.4700453
108,A rose is a ||| flower ||| .,negation-simple,1,13.022902,1.7554181
108,A rose is not a ||| flower ||| .,negation-simple,0,11.565401,1.3454921
109,A rose is not an ||| insect ||| .,negation-simple,1,21.062315,3.6204872
109,A rose is an ||| insect ||| .,negation-simple,0,21.863722,4.626865
109,A daisy is a ||| flower ||| .,negation-simple,1,15.126018,1.9874041
109,A daisy is not a ||| flower ||| .,negation-simple,0,13.251157,1.3433907
110,A daisy is not a ||| bird ||| .,negation-simple,1,9.404311,1.734078
110,A daisy is a ||| bird ||| .,negation-simple,0,9.655662,2.6755161
110,A carrot is a ||| vegetable ||| .,negation-simple,1,20.688047,6.4968495
110,A carrot is not a ||| vegetable ||| .,negation-simple,0,16.77318,3.868075
111,A carrot is not a ||| fish ||| .,negation-simple,1,9.042794,1.3296297
111,A carrot is a ||| fish ||| .,negation-simple,0,9.385466,2.2003481
111,A pea is a ||| vegetable ||| .,negation-simple,1,23.421144,7.8000126
111,A pea is not a ||| vegetable ||| .,negation-simple,0,19.570324,4.749733
112,A pea is not a ||| building ||| .,negation-simple,1,12.656174,3.0976348
112,A pea is a ||| building ||| .,negation-simple,0,11.967604,3.2745237
112,A hammer is a ||| tool ||| .,negation-simple,1,15.436454,2.9967527
112,A hammer is not a ||| tool ||| .,negation-simple,0,16.17789,2.465823
113,A hammer is not an ||| insect ||| .,negation-simple,1,21.7409,3.3007762
113,A hammer is an ||| insect ||| .,negation-simple,0,22.698006,5.8696465
113,A saw is a ||| tool ||| .,negation-simple,1,14.889121,2.9350939
113,A saw is not a ||| tool ||| .,negation-simple,0,16.362265,2.5546074
114,A saw is not a ||| vegetable ||| .,negation-simple,1,22.292284,5.2290964
114,A saw is a ||| vegetable ||| .,negation-simple,0,25.71275,8.551063
114,A car is a ||| vehicle ||| .,negation-simple,1,15.177774,3.0540683
114,A car is not a ||| vehicle ||| .,negation-simple,0,15.430471,2.1498723
115,A car is not a ||| tree ||| .,negation-simple,1,19.144793,3.3389826
115,A car is a ||| tree ||| .,negation-simple,0,18.65106,3.313252
115,A truck is a ||| vehicle ||| .,negation-simple,1,15.474411,3.958543
115,A truck is not a ||| vehicle ||| .,negation-simple,0,14.587837,2.1072116
116,A truck is not a ||| flower ||| .,negation-simple,1,17.84916,1.4305952
116,A truck is a ||| flower ||| .,negation-simple,0,19.827438,2.338608
116,A hotel is a ||| building ||| .,negation-simple,1,11.33345,3.3273659
116,A hotel is not a ||| building ||| .,negation-simple,0,10.150099,2.1745214
117,A hotel is not a ||| fish ||| .,negation-simple,1,9.840323,1.5922145
117,A hotel is a ||| fish ||| .,negation-simple,0,11.079002,2.7822652
117,A house is a ||| building ||| .,negation-simple,1,9.43954,2.445479
117,A house is not a ||| building ||| .,negation-simple,0,11.209405,2.3337793
118,A house is not a ||| bird ||| .,negation-simple,1,13.425737,2.7743402
118,A house is a ||| bird ||| .,negation-simple,0,13.332531,3.8656461
