pair_id,sentence,type,pronoun,preferred,noun,verb,ll,np_ll
25,Jennifer didn't see a dog. ||| She ,negation,1,0,dog,see,7.7276435,0.0
27,Thomas saw a dog. ||| He ,negation,1,1,dog,see,8.088835,0.0
27,Thomas didn't see a dog. ||| He ,negation,1,0,dog,see,7.845155,0.0
29,Bob saw a dog. ||| He ,negation,1,1,dog,see,7.819955,0.0
29,Bob didn't see a dog. ||| He ,negation,1,0,dog,see,7.3921494,0.0
31,Susan saw a dog. ||| She ,negation,1,1,dog,see,8.134165,0.0
31,Susan didn't see a dog. ||| She ,negation,1,0,dog,see,7.7908154,0.0
33,Susan saw a dog. ||| She ,negation,1,1,dog,see,8.134165,0.0
33,Susan didn't see a dog. ||| She ,negation,1,0,dog,see,7.7908154,0.0
35,Chris saw a dog. ||| He ,negation,1,1,dog,see,7.708844,0.0
35,Chris didn't see a dog. ||| He ,negation,1,0,dog,see,7.420473,0.0
37,Karen saw a dog. ||| She ,negation,1,1,dog,see,7.6752925,0.0
37,Karen didn't see a dog. ||| She ,negation,1,0,dog,see,7.5539827,0.0
39,Thomas saw a dog. ||| He ,negation,1,1,dog,see,8.088835,0.0
39,Thomas didn't see a dog. ||| He ,negation,1,0,dog,see,7.845155,0.0
41,Richard kicked a dog. ||| He ,negation,1,1,dog,kick,8.452669,0.0
41,Richard didn't kick a dog. ||| He ,negation,1,0,dog,kick,7.389817,0.0
43,Bob kicked a dog. ||| He ,negation,1,1,dog,kick,8.633238,0.0
43,Bob didn't kick a dog. ||| He ,negation,1,0,dog,kick,7.222708,0.0
45,Elizabeth kicked a dog. ||| She ,negation,1,1,dog,kick,8.556343,0.0
45,Elizabeth didn't kick a dog. ||| She ,negation,1,0,dog,kick,7.657391,0.0
47,Nancy kicked a dog. ||| She ,negation,1,1,dog,kick,8.419198,0.0
47,Nancy didn't kick a dog. ||| She ,negation,1,0,dog,kick,7.412136,0.0
49,Thomas kicked a dog. ||| He ,negation,1,1,dog,kick,8.441996,0.0
49,Thomas didn't kick a dog. ||| He ,negation,1,0,dog,kick,7.7193193,0.0
51,Linda kicked a dog. ||| She ,negation,1,1,dog,kick,8.448537,0.0
51,Linda didn't kick a dog. ||| She ,negation,1,0,dog,kick,7.4913883,0.0
53,Chris kicked a dog. ||| He ,negation,1,1,dog,kick,8.32657,0.0
53,Chris didn't kick a dog. ||| He ,negation,1,0,dog,kick,7.0256853,0.0
55,Mary kicked a dog. ||| She ,negation,1,1,dog,kick,8.596958,0.0
55,Mary didn't kick a dog. ||| She ,negation,1,0,dog,kick,7.670739,0.0
57,Mary kicked a dog. ||| She ,negation,1,1,dog,kick,8.596958,0.0
57,Mary didn't kick a dog. ||| She ,negation,1,0,dog,kick,7.670739,0.0
59,Bob kicked a dog. ||| He ,negation,1,1,dog,kick,8.633238,0.0
59,Bob didn't kick a dog. ||| He ,negation,1,0,dog,kick,7.222708,0.0
61,Jessica brought a dog. ||| She ,negation,1,1,dog,bring,8.535843,0.0
61,Jessica didn't bring a dog. ||| She ,negation,1,0,dog,bring,8.3988285,0.0
63,Richard brought a dog. ||| He ,negation,1,1,dog,bring,8.433409,0.0
63,Richard didn't bring a dog. ||| He ,negation,1,0,dog,bring,8.325788,0.0
65,Bob brought a dog. ||| He ,negation,1,1,dog,bring,8.40579,0.0
65,Bob didn't bring a dog. ||| He ,negation,1,0,dog,bring,7.7995358,0.0
67,Mary brought a dog. ||| She ,negation,1,1,dog,bring,8.495287,0.0
67,Mary didn't bring a dog. ||| She ,negation,1,0,dog,bring,8.320944,0.0
69,Mary brought a dog. ||| She ,negation,1,1,dog,bring,8.495287,0.0
69,Mary didn't bring a dog. ||| She ,negation,1,0,dog,bring,8.320944,0.0
71,Richard brought a dog. ||| He ,negation,1,1,dog,bring,8.433409,0.0
71,Richard didn't bring a dog. ||| He ,negation,1,0,dog,bring,8.325788,0.0
73,Elizabeth brought a dog. ||| She ,negation,1,1,dog,bring,8.379477,0.0
73,Elizabeth didn't bring a dog. ||| She ,negation,1,0,dog,bring,8.452029,0.0
75,David brought a dog. ||| He ,negation,1,1,dog,bring,8.572401,0.0
75,David didn't bring a dog. ||| He ,negation,1,0,dog,bring,8.095635,0.0
77,Mary brought a dog. ||| She ,negation,1,1,dog,bring,8.495287,0.0
77,Mary didn't bring a dog. ||| She ,negation,1,0,dog,bring,8.320944,0.0
79,Michael brought a dog. ||| He ,negation,1,1,dog,bring,8.375732,0.0
79,Michael didn't bring a dog. ||| He ,negation,1,0,dog,bring,7.949481,0.0
81,David got a dog. ||| He ,negation,1,1,dog,get,8.0148535,0.0
81,David didn't get a dog. ||| He ,negation,1,0,dog,get,7.8015647,0.0
83,Nancy got a dog. ||| She ,negation,1,1,dog,get,7.706072,0.0
83,Nancy didn't get a dog. ||| She ,negation,1,0,dog,get,7.4467864,0.0
85,Elizabeth got a dog. ||| She ,negation,1,1,dog,get,8.229212,0.0
85,Elizabeth didn't get a dog. ||| She ,negation,1,0,dog,get,7.8818946,0.0
87,James got a dog. ||| He ,negation,1,1,dog,get,7.930114,0.0
87,James didn't get a dog. ||| He ,negation,1,0,dog,get,7.8876357,0.0
89,Bill got a dog. ||| He ,negation,1,1,dog,get,7.9560213,0.0
89,Bill didn't get a dog. ||| He ,negation,1,0,dog,get,7.853253,0.0
91,John got a dog. ||| He ,negation,1,1,dog,get,8.010439,0.0
91,John didn't get a dog. ||| He ,negation,1,0,dog,get,7.8394175,0.0
93,Susan got a dog. ||| She ,negation,1,1,dog,get,8.050869,0.0
93,Susan didn't get a dog. ||| She ,negation,1,0,dog,get,7.7473617,0.0
95,Richard got a dog. ||| He ,negation,1,1,dog,get,8.046637,0.0
95,Richard didn't get a dog. ||| He ,negation,1,0,dog,get,7.892373,0.0
97,Bob got a dog. ||| He ,negation,1,1,dog,get,7.9769135,0.0
97,Bob didn't get a dog. ||| He ,negation,1,0,dog,get,7.550744,0.0
99,Richard got a dog. ||| He ,negation,1,1,dog,get,8.046637,0.0
99,Richard didn't get a dog. ||| He ,negation,1,0,dog,get,7.892373,0.0
101,Sarah bought a dog. ||| She ,negation,1,1,dog,buy,7.7545266,0.0
101,Sarah didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.8084426,0.0
103,Sarah bought a dog. ||| She ,negation,1,1,dog,buy,7.7545266,0.0
103,Sarah didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.8084426,0.0
105,Nancy bought a dog. ||| She ,negation,1,1,dog,buy,7.624881,0.0
105,Nancy didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.6804256,0.0
107,Mary bought a dog. ||| She ,negation,1,1,dog,buy,7.9640484,0.0
107,Mary didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.965319,0.0
109,Michael bought a dog. ||| He ,negation,1,1,dog,buy,8.082781,0.0
109,Michael didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.7435856,0.0
111,Bill bought a dog. ||| He ,negation,1,1,dog,buy,7.8493776,0.0
111,Bill didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.7656293,0.0
113,Chris bought a dog. ||| He ,negation,1,1,dog,buy,7.858607,0.0
113,Chris didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.5436335,0.0
115,Jennifer bought a dog. ||| She ,negation,1,1,dog,buy,7.8930693,0.0
115,Jennifer didn't buy a dog. ||| She ,negation,1,0,dog,buy,7.8519516,0.0
117,Bob bought a dog. ||| He ,negation,1,1,dog,buy,7.9231744,0.0
117,Bob didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.502863,0.0
119,Joseph bought a dog. ||| He ,negation,1,1,dog,buy,8.227116,0.0
119,Joseph didn't buy a dog. ||| He ,negation,1,0,dog,buy,7.9618254,0.0
121,James mentioned a dog. ||| He ,negation,1,1,dog,mention,9.030087,0.0
121,James didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.518974,0.0
123,Elizabeth mentioned a dog. ||| She ,negation,1,1,dog,mention,9.203438,0.0
123,Elizabeth didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.69118,0.0
125,Bob mentioned a dog. ||| He ,negation,1,1,dog,mention,9.062281,0.0
125,Bob didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.064398,0.0
127,Jennifer mentioned a dog. ||| She ,negation,1,1,dog,mention,9.377263,0.0
127,Jennifer didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.45655,0.0
129,Thomas mentioned a dog. ||| He ,negation,1,1,dog,mention,9.166752,0.0
129,Thomas didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.734144,0.0
131,Nancy mentioned a dog. ||| She ,negation,1,1,dog,mention,9.104471,0.0
131,Nancy didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.342742,0.0
133,Sarah mentioned a dog. ||| She ,negation,1,1,dog,mention,9.138205,0.0
133,Sarah didn't mention a dog. ||| She ,negation,1,0,dog,mention,8.610035,0.0
135,Thomas mentioned a dog. ||| He ,negation,1,1,dog,mention,9.166752,0.0
135,Thomas didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.734144,0.0
137,David mentioned a dog. ||| He ,negation,1,1,dog,mention,9.179501,0.0
137,David didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.5355835,0.0
139,John mentioned a dog. ||| He ,negation,1,1,dog,mention,9.05464,0.0
139,John didn't mention a dog. ||| He ,negation,1,0,dog,mention,8.411808,0.0
141,Mary visited a dog. ||| She ,negation,1,1,dog,visit,7.6498227,0.0
141,Mary didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.60243,0.0
143,David visited a dog. ||| He ,negation,1,1,dog,visit,7.706536,0.0
143,David didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.4906664,0.0
145,David visited a dog. ||| He ,negation,1,1,dog,visit,7.706536,0.0
145,David didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.4906664,0.0
147,Elizabeth visited a dog. ||| She ,negation,1,1,dog,visit,7.7382507,0.0
147,Elizabeth didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.649034,0.0
149,Bill visited a dog. ||| He ,negation,1,1,dog,visit,7.7014027,0.0
149,Bill didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.5880995,0.0
151,Nancy visited a dog. ||| She ,negation,1,1,dog,visit,7.0504274,0.0
151,Nancy didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.190572,0.0
153,Richard visited a dog. ||| He ,negation,1,1,dog,visit,7.698903,0.0
153,Richard didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.562972,0.0
155,Chris visited a dog. ||| He ,negation,1,1,dog,visit,7.5499,0.0
155,Chris didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.109907,0.0
157,Sarah visited a dog. ||| She ,negation,1,1,dog,visit,7.074563,0.0
157,Sarah didn't visit a dog. ||| She ,negation,1,0,dog,visit,7.307469,0.0
159,Richard visited a dog. ||| He ,negation,1,1,dog,visit,7.698903,0.0
159,Richard didn't visit a dog. ||| He ,negation,1,0,dog,visit,7.562972,0.0
161,Richard met a dog. ||| He ,negation,1,1,dog,meet,8.192316,0.0
161,Richard didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.4568067,0.0
163,Nancy met a dog. ||| She ,negation,1,1,dog,meet,7.7290497,0.0
163,Nancy didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.328971,0.0
165,Nancy met a dog. ||| She ,negation,1,1,dog,meet,7.7290497,0.0
165,Nancy didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.328971,0.0
167,John met a dog. ||| He ,negation,1,1,dog,meet,8.149511,0.0
167,John didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.295842,0.0
169,Chris met a dog. ||| He ,negation,1,1,dog,meet,8.141447,0.0
169,Chris didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.0087323,0.0
171,Elizabeth met a dog. ||| She ,negation,1,1,dog,meet,8.156881,0.0
171,Elizabeth didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.464115,0.0
173,David met a dog. ||| He ,negation,1,1,dog,meet,8.231552,0.0
173,David didn't meet a dog. ||| He ,negation,1,0,dog,meet,7.384959,0.0
175,Jennifer met a dog. ||| She ,negation,1,1,dog,meet,8.092889,0.0
175,Jennifer didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.188636,0.0
177,Elizabeth met a dog. ||| She ,negation,1,1,dog,meet,8.156881,0.0
177,Elizabeth didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.464115,0.0
179,Linda met a dog. ||| She ,negation,1,1,dog,meet,7.836793,0.0
179,Linda didn't meet a dog. ||| She ,negation,1,0,dog,meet,7.3935003,0.0
181,John adopted a dog. ||| He ,negation,1,1,dog,adopt,8.235876,0.0
181,John didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.811822,0.0
183,Thomas adopted a dog. ||| He ,negation,1,1,dog,adopt,8.283405,0.0
183,Thomas didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,8.090818,0.0
185,Elizabeth adopted a dog. ||| She ,negation,1,1,dog,adopt,8.12607,0.0
185,Elizabeth didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,7.747774,0.0
187,Sarah adopted a dog. ||| She ,negation,1,1,dog,adopt,7.886362,0.0
187,Sarah didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,7.514152,0.0
189,Barbara adopted a dog. ||| She ,negation,1,1,dog,adopt,7.7089586,0.0
189,Barbara didn't adopt a dog. ||| She ,negation,1,0,dog,adopt,7.642182,0.0
191,Joseph adopted a dog. ||| He ,negation,1,1,dog,adopt,8.360623,0.0
191,Joseph didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.9492035,0.0
193,Chris adopted a dog. ||| He ,negation,1,1,dog,adopt,8.270438,0.0
193,Chris didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.4245944,0.0
195,Chris adopted a dog. ||| He ,negation,1,1,dog,adopt,8.270438,0.0
195,Chris didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.4245944,0.0
197,Joseph adopted a dog. ||| He ,negation,1,1,dog,adopt,8.360623,0.0
197,Joseph didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.9492035,0.0
199,David adopted a dog. ||| He ,negation,1,1,dog,adopt,8.253022,0.0
199,David didn't adopt a dog. ||| He ,negation,1,0,dog,adopt,7.798391,0.0
201,Richard owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.1643915,0.0
201,Richard didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.085669,0.0
203,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.081331,0.0
203,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,8.083555,0.0
205,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.081331,0.0
205,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,8.083555,0.0
207,Jennifer owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.081331,0.0
207,Jennifer didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,8.083555,0.0
209,Elizabeth owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.191813,0.0
209,Elizabeth didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,8.212019,0.0
211,Richard owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.1643915,0.0
211,Richard didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.085669,0.0
213,Susan owned an aardvark. ||| She ,negation,1,1,aardvark,own,8.092393,0.0
213,Susan didn't own an aardvark. ||| She ,negation,1,0,aardvark,own,8.178947,0.0
215,James owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.110972,0.0
215,James didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,7.9330697,0.0
217,Thomas owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.194723,0.0
217,Thomas didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.177292,0.0
219,Thomas owned an aardvark. ||| He ,negation,1,1,aardvark,own,8.194723,0.0
219,Thomas didn't own an aardvark. ||| He ,negation,1,0,aardvark,own,8.177292,0.0
221,Joseph saw an aardvark. ||| He ,negation,1,1,aardvark,see,8.057908,0.0
221,Joseph didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,8.065031,0.0
223,Susan saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.606543,0.0
223,Susan didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,8.185357,0.0
225,Susan saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.606543,0.0
225,Susan didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,8.185357,0.0
227,Elizabeth saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.425435,0.0
227,Elizabeth didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,8.085275,0.0
229,Nancy saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.066967,0.0
229,Nancy didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,7.958272,0.0
231,John saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.9937954,0.0
231,John didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.7170215,0.0
233,David saw an aardvark. ||| He ,negation,1,1,aardvark,see,8.321037,0.0
233,David didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.767999,0.0
235,Thomas saw an aardvark. ||| He ,negation,1,1,aardvark,see,8.318205,0.0
235,Thomas didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,8.099731,0.0
237,John saw an aardvark. ||| He ,negation,1,1,aardvark,see,7.9937954,0.0
237,John didn't see an aardvark. ||| He ,negation,1,0,aardvark,see,7.7170215,0.0
239,Jessica saw an aardvark. ||| She ,negation,1,1,aardvark,see,8.278647,0.0
239,Jessica didn't see an aardvark. ||| She ,negation,1,0,aardvark,see,8.092907,0.0
241,Sarah kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,9.389654,0.0
241,Sarah didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.626512,0.0
243,Joseph kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.400902,0.0
243,Joseph didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.6811,0.0
245,James kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.367227,0.0
245,James didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.6696177,0.0
247,John kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.319852,0.0
247,John didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.4619284,0.0
249,David kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.28796,0.0
249,David didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.515232,0.0
251,Elizabeth kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,9.293284,0.0
251,Elizabeth didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.996047,0.0
253,Richard kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.2318325,0.0
253,Richard didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.7813826,0.0
255,Chris kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.183958,0.0
255,Chris didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.335992,0.0
257,Michael kicked an aardvark. ||| He ,negation,1,1,aardvark,kick,9.22522,0.0
257,Michael didn't kick an aardvark. ||| He ,negation,1,0,aardvark,kick,7.2178636,0.0
259,Linda kicked an aardvark. ||| She ,negation,1,1,aardvark,kick,9.714751,0.0
259,Linda didn't kick an aardvark. ||| She ,negation,1,0,aardvark,kick,7.9589467,0.0
261,John brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.7023945,0.0
261,John didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.8065834,0.0
263,Bill brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.299695,0.0
263,Bill didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.5802402,0.0
265,Joseph brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.434123,0.0
265,Joseph didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,8.061464,0.0
267,Elizabeth brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.381498,0.0
267,Elizabeth didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,8.448326,0.0
269,Barbara brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.645845,0.0
269,Barbara didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,8.203258,0.0
271,Jessica brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.7050085,0.0
271,Jessica didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,8.361338,0.0
273,Susan brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.784805,0.0
273,Susan didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,8.420945,0.0
275,Nancy brought an aardvark. ||| She ,negation,1,1,aardvark,bring,8.419037,0.0
275,Nancy didn't bring an aardvark. ||| She ,negation,1,0,aardvark,bring,7.797326,0.0
277,John brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.7023945,0.0
277,John didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.8065834,0.0
279,Michael brought an aardvark. ||| He ,negation,1,1,aardvark,bring,8.502192,0.0
279,Michael didn't bring an aardvark. ||| He ,negation,1,0,aardvark,bring,7.7236423,0.0
281,James got an aardvark. ||| He ,negation,1,1,aardvark,get,7.978252,0.0
281,James didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.7439165,0.0
283,Sarah got an aardvark. ||| She ,negation,1,1,aardvark,get,7.7901707,0.0
283,Sarah didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.676373,0.0
285,David got an aardvark. ||| He ,negation,1,1,aardvark,get,8.062135,0.0
285,David didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.6435966,0.0
287,Mary got an aardvark. ||| She ,negation,1,1,aardvark,get,8.068973,0.0
287,Mary didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.759207,0.0
289,Sarah got an aardvark. ||| She ,negation,1,1,aardvark,get,7.7901707,0.0
289,Sarah didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.676373,0.0
291,Mary got an aardvark. ||| She ,negation,1,1,aardvark,get,8.068973,0.0
291,Mary didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.759207,0.0
293,Susan got an aardvark. ||| She ,negation,1,1,aardvark,get,8.0567,0.0
293,Susan didn't get an aardvark. ||| She ,negation,1,0,aardvark,get,7.815654,0.0
295,Bob got an aardvark. ||| He ,negation,1,1,aardvark,get,8.103001,0.0
295,Bob didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.394538,0.0
297,John got an aardvark. ||| He ,negation,1,1,aardvark,get,7.9133086,0.0
297,John didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.542956,0.0
299,James got an aardvark. ||| He ,negation,1,1,aardvark,get,7.978252,0.0
299,James didn't get an aardvark. ||| He ,negation,1,0,aardvark,get,7.7439165,0.0
301,Chris bought an aardvark. ||| He ,negation,1,1,aardvark,buy,7.750451,0.0
301,Chris didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.5561023,0.0
303,Linda bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.750495,0.0
303,Linda didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,8.120609,0.0
305,Bill bought an aardvark. ||| He ,negation,1,1,aardvark,buy,7.899951,0.0
305,Bill didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.743674,0.0
307,Mary bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.9222946,0.0
307,Mary didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,8.091075,0.0
309,Michael bought an aardvark. ||| He ,negation,1,1,aardvark,buy,7.9948235,0.0
309,Michael didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.767803,0.0
311,Sarah bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.736438,0.0
311,Sarah didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,8.043819,0.0
313,Jennifer bought an aardvark. ||| She ,negation,1,1,aardvark,buy,7.9154243,0.0
313,Jennifer didn't buy an aardvark. ||| She ,negation,1,0,aardvark,buy,8.3444805,0.0
315,Michael bought an aardvark. ||| He ,negation,1,1,aardvark,buy,7.9948235,0.0
315,Michael didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.767803,0.0
317,David bought an aardvark. ||| He ,negation,1,1,aardvark,buy,8.018073,0.0
317,David didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,7.7395487,0.0
319,Richard bought an aardvark. ||| He ,negation,1,1,aardvark,buy,8.046411,0.0
319,Richard didn't buy an aardvark. ||| He ,negation,1,0,aardvark,buy,8.134226,0.0
321,Jennifer mentioned an aardvark. ||| She ,negation,1,1,aardvark,mention,9.248309,0.0
321,Jennifer didn't mention an aardvark. ||| She ,negation,1,0,aardvark,mention,9.012198,0.0
323,Jessica mentioned an aardvark. ||| She ,negation,1,1,aardvark,mention,9.333889,0.0
323,Jessica didn't mention an aardvark. ||| She ,negation,1,0,aardvark,mention,9.037625,0.0
325,Chris mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,8.67453,0.0
325,Chris didn't mention an aardvark. ||| He ,negation,1,0,aardvark,mention,8.367809,0.0
327,John mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,8.774166,0.0
327,John didn't mention an aardvark. ||| He ,negation,1,0,aardvark,mention,8.604221,0.0
329,Bob mentioned an aardvark. ||| He ,negation,1,1,aardvark,mention,8.852502,0.0
