pair_id,sentence,type,preferred,ll,np_ll
0,"With proper equipment, scuba-diving is very ||| safe ||| .",negation-natural,1,15.449752,1.1021863
111,A pea is not a ||| vegetable ||| .,negation-simple,0,20.30501,3.5471742
112,A pea is not a ||| building ||| .,negation-simple,1,11.390175,2.4210753
112,A pea is a ||| building ||| .,negation-simple,0,11.561573,3.1472054
112,A hammer is a ||| tool ||| .,negation-simple,1,15.452736,3.126009
112,A hammer is not a ||| tool ||| .,negation-simple,0,17.527872,2.8979232
113,A hammer is not an ||| insect ||| .,negation-simple,1,20.533663,5.803993
113,A hammer is an ||| insect ||| .,negation-simple,0,20.829655,7.387826
113,A saw is a ||| tool ||| .,negation-simple,1,14.758855,3.0456579
113,A saw is not a ||| tool ||| .,negation-simple,0,17.452223,2.6933353
114,A saw is not a ||| vegetable ||| .,negation-simple,1,22.085234,4.773481
114,A saw is a ||| vegetable ||| .,negation-simple,0,26.698082,11.369279
114,A car is a ||| vehicle ||| .,negation-simple,1,14.104797,4.339101
114,A car is not a ||| vehicle ||| .,negation-simple,0,14.021521,3.066264
115,A car is not a ||| tree ||| .,negation-simple,1,18.539814,3.1421373
115,A car is a ||| tree ||| .,negation-simple,0,17.096272,2.960031
115,A truck is a ||| vehicle ||| .,negation-simple,1,14.526882,5.4748926
115,A truck is not a ||| vehicle ||| .,negation-simple,0,13.163742,2.5804276
116,A truck is not a ||| flower ||| .,negation-simple,1,19.024712,1.6531025
116,A truck is a ||| flower ||| .,negation-simple,0,20.107841,1.9464971
116,A hotel is a ||| building ||| .,negation-simple,1,10.749089,3.1855218
116,A hotel is not a ||| building ||| .,negation-simple,0,8.176871,2.0914009
117,A hotel is not a ||| fish ||| .,negation-simple,1,11.391341,2.3014061
117,A hotel is a ||| fish ||| .,negation-simple,0,11.496519,2.7490194
117,A house is a ||| building ||| .,negation-simple,1,8.941357,2.1834066
117,A house is not a ||| building ||| .,negation-simple,0,7.993234,1.9791166
118,A house is not a ||| bird ||| .,negation-simple,1,15.010107,2.9165707
118,A house is a ||| bird ||| .,negation-simple,0,15.5921755,3.2489948
